2021,"Assessment of the effectiveness and efficiency of the occupational health and safety management system at a mining enterprise","Nikulin A.N., Dolzhikov I.S., Klimova I.V., Smirnov Y.G.",04092961,"Bezopasnost' Truda v Promyshlennosti",2021, 1,0,0,0,0,0,2,12,1,15,0,15
2021,"A digital control system designed for ore thermal urnaces producing metallurgical silicon","Martynov S.A., Bazhin V.Yu., Petrov P.A.",03722929,"Tsvetnye Metally",2021, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Climate Policy Imbalance in the Energy Sector: Time to Focus on the Value of CO2 Utilization","Tcvetkov P.",19961073,"Energies",14, 2,0,0,0,0,0,11,17,5,33,0,33
2021,"Academician n. S. kurnakov as the founder of physico-chemical analysis – the scientific base for the development of new metal alloys and materials","Syrkov A.G., Prokopchuk N.R., Vorobiev A.G., Brichkin V.N.",03722929,"Tsvetnye Metally",2021, 1,0,0,0,0,0,0,1,0,1,0,1
2021,"Geomechanical characteristic of ventilation shaft VS-3 in oktyabrsky mine during extraction of mineral reserves from protective pillar","Marysyuk V.P., Darbinyan T.P., Andreev A.A., Vilner M.A.",00172278,"Gornyi Zhurnal",2021, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Geodynamic safety management toward sustainable development of severouralsk bauxite mine","Sidorov D.V., Ponomarenko T.V., Kosukhin N.I.",00172278,"Gornyi Zhurnal",2021, 1,0,0,0,0,0,1,0,1,2,0,2
2021,"Korkinsk brown coal open pit as a case study of endogenous fires","DrebenstedtC., Argimbaev K.R.",17281431,"International Journal of Engineering, Transactions A: Basics",34, 1,0,0,0,0,0,2,1,0,3,0,3
2021,"Angular rolling of the hollow flanges of pipe joints","Kononov P., Ignatiev S., Levashov D., Kononova I.",20754701,"Metals",11, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Complex characteristic of zircon from granitoids of the Verkhneurmiysky Massif (Amur region)","Machevariani M.M., Alekseenko A.V., Bech J.",2075163X,"Minerals",11, 1,0,0,0,0,0,2,2,0,4,0,4
2021,"Results of the study of kinetic parameters of spontaneous combustion of coal dust","Rodionov V.A., Tursenev S.A., Skripnik I.L., Ksenofontov Y.G.",24113336,"Journal of Mining Institute",246, 1,0,0,0,0,0,1,4,1,6,0,6
2021,"Investigation of the destruction process of potash ore with a single cutter using promising cross cutting pattern","Shishlyannikov D., Zvonarev I.",20763417,"Applied Sciences (Switzerland)",11, 1,0,0,0,0,0,2,2,0,4,0,4
2021,"Analysis of project organization specifics in small-scale lng production","Tsvetkov P.S., Fedoseev S.V.",24113336,"Journal of Mining Institute",246, 1,0,0,0,0,0,2,4,1,7,0,7
2021,"Improvement of Efficiency of Steam-Thermal Treatment of High-Viscous Oil Formations Using Downhole Electric Steam Generators","Malarev V., Kopteva A., Koptev V., Gotsul Y.",22998993,"Journal of Ecological Engineering",22, 2,0,0,0,0,0,1,2,2,5,0,5
2021,"New concepts of hydrogen production and storage in Arctic region","Dvoynikov M., Buslaev G., Kunshin A., Sidorov D., Kraslawski A., Budovskaya M.",20799276,"Resources",10, 1,0,0,0,0,0,7,18,3,28,0,28
2021,"Parameters of sustainable development: Case of arctic liquefied natural gas projects","Cherepovitsyn A., Evseeva O.",20799276,"Resources",10, 1,0,0,0,0,0,2,6,2,10,0,10
2021,"[Comparative assessment of the bond ball mill work index tests, СРАВНИТЕЛЬНАЯ ОЦЕНКА МЕТОДОВ ОПРЕДЕЛЕНИЯ РАБОЧЕГО ИНДЕКСА ШАРОВОГО ИЗМЕЛЬЧЕНИЯ БОНДА]","Chitalov L.S., Lvov V.V.",02361493,"Mining Informational and Analytical Bulletin",2021, 1,0,0,0,0,0,0,2,0,2,0,2
2021,"Technological typomorphic associations in caustobiolites and methods of their extraction","Romashev A., He D., Aleksandrova T., Nikolaeva N.",20754701,"Metals",11, 1,0,0,0,0,0,4,0,1,5,0,5
2021,"The geological occurrence, mineralogy, and processing by flotation of platinum group minerals (Pgms) in South Africa and Russia","O'connor C., Alexandrova T.",2075163X,"Minerals",11, 1,0,0,0,0,0,1,4,2,7,0,7
2021,"Kinetic features of the hydrogen sulfide sorption on the ferro-manganese material","Cheremisina E., Cheremisina O., Ponomareva M., Bolotov V., Fedorov A.",20754701,"Metals",11, 1,0,0,0,0,0,2,4,0,6,0,6
2021,"Digital processing of seismic data from open-pit mining blasts","Koteleva N., Frenkel I.",20763417,"Applied Sciences (Switzerland)",11, 1,0,0,0,0,0,4,7,2,13,0,13
2021,"Distribution of trace elements controlled by sector and growth zonings in zircon from feldspathic pegmatites (Ilmen mountains, the Southern Urals)","Levashova E.V., Skublov S.G., Popov V.А.",20763263,"Geosciences (Switzerland)",11, 1,0,0,0,0,0,2,2,0,4,0,4
2021,"Morphology and genesis of ballas and ballas-like diamonds","Pavlushin A., Zedgenizov D., Vasil'ev E., Kuper K.",20734352,"Crystals",11, 1,0,0,0,0,0,0,0,0,0,0,0
2021,"Allocation of potentially environmentally hazardous sections on pipelines","Iakovleva E., Belova M., Soares A.",20763263,"Geosciences (Switzerland)",11, 1,0,0,0,0,0,2,4,2,8,0,8
2021,"Concrete based on clinker-free cement: Selecting the functional unit for environmental assessment","Smirnova O., Kazanskaya L., Koplik J., Tan H., Gu X.",20711050,"Sustainability (Switzerland)",13, 1,0,0,0,0,0,4,24,4,32,0,32
2021,"Element accumulation patterns of native plant species under the natural geochemical stress","Alekseenko V.A., Shvydkaya N.V., Alekseenko A.V., Machevariani M.M., Bech J., Pashkevich M.A., Puzanov A.V., Nastavkin A.V., Roca N.",22237747,"Plants",10, 1,0,0,0,0,0,1,3,0,4,0,4
2021,"Advances in novel low-macroscopic field emission electrode design based on fullerene-doped porous silicon","Smerdov R., Spivak Y., Bizyaev I., Somov P., Gerasimov V., Mustafaev A., Moshnikov V.",20799292,"Electronics (Switzerland)",10, 1,0,0,0,0,0,1,0,0,1,0,1
2021,"Monitoring of Air Pollution in the Area Affected by the Storage of Primary Oil Refining Waste","Strizhenok A.V., Ivanov A.V.",22998993,"Journal of Ecological Engineering",22, 1,0,0,0,0,0,5,5,0,10,0,10
2021,"Technology predictions for arctic hydrocarbon development: Digitalization potential","Tretyakov N., Cherepovitsyn A., Komendantova N.",23673370,"Lecture Notes in Networks and Systems",157, ,0,0,0,0,0,2,1,0,3,0,3
2021,"The Method of Exponential Differential Inequality in the Estimation of Solutions of Nonlinear Systems in the Vicinity of the Zero of the State Space","Melnikov G.I., Melnikov V.G., Dudarenko N.A., Talapov V.V.",21954356,"Lecture Notes in Mechanical Engineering",, ,0,0,0,0,0,1,1,0,2,0,2
2021,"Compare the Efficiency of the Active Filter and Active Rectifier to Reduce Harmonics and Compensate the Reactive Power in Frequency Controlled Electric Drive Systems","Van Tung L., Long P.T., Van An N., Vasilev B.",23673370,"Lecture Notes in Networks and Systems",178, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Alteration and structural features mapping in Kacho-Mesqal zone, Central Iran using ASTER remote sensing data for porphyry copper exploration","Beygi S., Talovina I.V., Tadayon M., Pour A.B.",19479832,"International Journal of Image and Data Fusion",12, 2,0,0,0,0,0,3,4,0,7,0,7
2021,"The political status of Greenland in the 21st Century: The Path from the Colony of the Kingdom of Denmark to the Possible 51st State of the USA","Eidemiller K., Geht A., Nikulina A., Kudriavtceva R.-E.",2194315X,"Springer Geography",, ,0,0,0,0,0,0,0,0,0,0,0
2021,"Vibration amplitude and frequency parameters of technological equipment drives","Ershov D., Lukyanenko I.",21903018,"Smart Innovation, Systems and Technologies",187, ,0,0,0,0,0,1,0,0,1,0,1
2021,"Neural network modeling methods in the analysis of the processing plant’s indicators","Ushakov E., Aleksandrova T., Romashev A.",21945357,"Advances in Intelligent Systems and Computing",1259, ,0,0,0,0,0,1,1,0,2,0,2
2021,"Specific features of solvent extraction of REM from phosphoric acid solutions with DEHPA","Cheremisina O., Sergeev V., Fedorov A., Iliyna A.",25726641,"Mineral Processing and Extractive Metallurgy: Transactions of the Institute of Mining and Metallurgy",130, 3,0,0,0,0,0,0,0,1,1,0,1
2020,"Wave breakthrough factor in dam destruction","Goncharova O., Bunina Y., Gaidukova M., Egorov V., Mikheeva O.",17578981,"IOP Conference Series: Materials Science and Engineering",1001, 1,0,0,0,0,0,0,2,0,2,0,2
2020,"Normal partitions and hierarchical fillings of N-dimensional spaces","Zhizhin G.V.",,"Normal Partitions and Hierarchical Fillings of N-Dimensional Spaces",, ,0,0,0,0,0,0,0,0,0,0,0
2020,"The Charter of Saint-Petersburg Mining University as a Historical and Cultural Document","Shchukina D.A., Egorenkova N.A., Bondareva O.N., Grillo S.V.C.",23049650,"European Journal of Contemporary Education",9, 4,0,0,0,0,0,0,2,0,2,0,2
2020,"Applying Newton's second order optimization method to define transition keys between planar coordinate systems","Bykasov D.A., Zubov A.V., Mustafin M.G.",25550403,"E3S Web of Conferences",224, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Application of mathematical programming and modeling methods for monitoring the technical condition of underwater crossings of main gas pipelines","Pavlov N.S., Vasilev B.Y., Bykasov D.A.",25550403,"E3S Web of Conferences",224, ,0,0,0,0,0,0,0,0,0,0,0
2020,"[Development of fire safety measures aimed at preventing and responding to spontaneous combustion in brown coal mines, Розробка пожежно-технічних заходів із профілактики й ліквідації осередків самозаймання бурого вугілля, Разработка пожарно-технических мероприятий по профилактике и ликвидации очагов самовозгораний бурого угля]","Gridina E.B., Kovshov S.V., Antonenko T.I., Miroshnichenko A.K.",20712227,"Naukovyi Visnyk Natsionalnoho Hirnychoho Universytetu",, 6,0,0,0,0,0,5,1,1,7,0,7
2020,"On obtaining information about the structure and quality of investigated objects revealed from streams of data through the method for identifying structures","Antonyuk N.A., Kataev S.G., Kataeva S.S., Kelderman H., Klein Wolterink M., Miller A.A.",17426588,"Journal of Physics: Conference Series",1680, 1,0,0,0,0,0,0,0,0,0,0,0
2020,"On the electrical conductivity of YCrO3porous ceramics","Malcev D.D., Sinelshchikova O.Y., Popkov V.I.",17426588,"Journal of Physics: Conference Series",1697, 1,0,0,0,0,0,0,1,1,2,0,2
2020,"Optical glass-ceramics based on nanosized crystals of magnesium aluminate spinel doped with iron ions","Bukina V., Dymshits O., Alekseeva I., Tsenter M., Zapalova S., Khubetsov A., Zhilin A., Basyrova L., Volokitina A., Serres J.M., Mateos X., Loiko P.",17426588,"Journal of Physics: Conference Series",1697, 1,0,0,0,0,0,0,0,1,1,0,1
2020,"Research of software verification methods for waste management and review the waste treatment legislation in Russia","Epifancev K., Mishura T., Kozlova O., Nikulin A.",25550403,"E3S Web of Conferences",220, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Strength of Frame Elements of Energy Objects under Atmospheric Impact","Yakovlev P.V., Lebedev V.A.",25550403,"E3S Web of Conferences",220, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Improvement of the Technique for Predicting the Temperature Modes of Low-Potential Geothermal Wells","Iakovlev P.V., Churkin I.S., Andreev V.V.",25550403,"E3S Web of Conferences",220, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Thermal conditions of load-bearing elements of radioactive waste storage facilities","Yakovlev P.V., Lebedev V.A., Piskunov V.M., Yakovlev P.V.",25550403,"E3S Web of Conferences",220, ,0,0,0,0,0,0,0,0,0,0,0
2020,"Production automation system for company manufacturing oil country tubular goods","Krotova S.Y., Ovchinnikova E.N., Sarapulova T.V., Remizova I.V.",17578981,"IOP Conference Series: Materials Science and Engineering",976, 1,0,0,0,0,0,1,0,0,1,0,1
2020,"Quality optimization of branding for perspective Russian automobile brands","Radushinsky D., Fedosina A., Pokrovskaya T.",25550403,"E3S Web of Conferences",210, ,0,0,0,0,0,3,0,0,3,0,3
2020,"Features of electrostatic fields and their force action when using micro-and nanosized inter-electrode gaps","Pshchelko N., Vodkailo E.",19961944,"Materials",13, 24,0,0,0,0,0,0,0,0,0,0,0
2020,"[The image of man and the visualization of political communication in the postmodern era, Образ человека и визуализация политической коммуникации в эпоху постмодерна]","Dorofeev D.Yu., Semenova V.N.",25422278,"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia",36, 4,0,0,0,0,0,1,0,0,1,0,1
2020,"Oxidative Destruction of Bitumen in the Presence of Minerals","Vasilyev V.V., Ivkin A.S., Salamatova E.V., Povarov V.G., Maidanova N.V., Kalinin M.V., Strakhov V.M.",1068364X,"Coke and Chemistry",63, 12,0,0,0,0,0,0,1,0,1,0,1
2020,"Appraising the Service Life of Dangerous Engineering Equipment by Acoustic Emission Diagnosis","Nosov V.V.",10526188,"Journal of Machinery Manufacture and Reliability",49, 12,0,0,0,0,0,0,0,0,0,0,0
2020,"On the Genesis of “White Granite” from the Kester Harpolith, Arga–Ynnakh–Khaya Pluton, East Yakutia","Alekseev V.I., Marin Y.B.",10757015,"Geology of Ore Deposits",62, 8,0,0,0,0,0,0,0,0,0,0,0
2020,"The Defect-Impurity Composition of Diamond Crystals with 〈100〉 Growth Pyramids from Placers of the Krasnovishersk District, the Urals","Klepikov I.V., Vasilev E.A., Antonov A.V.",10757015,"Geology of Ore Deposits",62, 8,0,0,0,0,0,0,0,0,0,0,0
2020,"Granite Systems with Rare-Metal Pegmatites","Beskin S.M., Marin Y.B.",10757015,"Geology of Ore Deposits",62, 7,0,0,0,0,0,0,1,0,1,0,1
2020,"Non-destructive ultrasonic method of testing the strength of backfill concrete at deep talnakh mines","Trofimov A.V., Rumyantsev A.E., Gospodarikov A.P., Kirkin A.P.",03722929,"Tsvetnye Metally",2020, 12,0,0,0,0,0,3,3,1,7,0,7
2020,"The Age of Monazite from the Ichet’yu Occurrence, Middle Timan (CHIME and LA–ICP–MS Methods)","Makeyev A.B., Skublov S.G., Krasotkina A.O., Borisovskiy S.E., Thomsen T.B., Serre S.H.",10757015,"Geology of Ore Deposits",62, 8,0,0,0,0,0,0,0,0,0,0,0
2020,"Wolframoixiolite in Lithium–Fluorine Granites of the Arga–Ynnakh–Khaya Pluton, Yakutia","Alekseev V.I., Marin Y.B., Galankina O.L.",10757015,"Geology of Ore Deposits",62, 7,0,0,0,0,0,0,0,0,0,0,0
2020,"Modeling of Mineral Parageneses and Thermobarometry of Metavolcanic Rocks of the Ruker Group in the Southern Prince Charles Mountains, East Antarctica","Gulbin Y.L., Mikhalsky E.V.",10757015,"Geology of Ore Deposits",62, 7,0,0,0,0,0,1,1,0,2,0,2
2020,"THERMODYNAMIC JUSTIFICATION OF THE EXTRACTION OF RARE-EARTH METALS DURING THE CARBONATE CONVERSION OF SECONDARY PHOSPHATE RAW MATERIALS","Tatiana L., Ivan O., Lutskiy D.",18196608,"ARPN Journal of Engineering and Applied Sciences",15, 23,0,0,0,0,0,0,1,0,1,0,1
2020,"First Data on the Age (U–Pb, SHRIMP-II) and Composition of Zircon from the Unique Yarega Oil–Titanium Deposit, South Timan","Krasotkina A.O., Skublov S.G., Kuznetsov A.B., Makeyev A.B., Astafjev B.Y., Voinova O.A.",1028334X,"Doklady Earth Sciences",495, 2,0,0,0,0,0,0,0,0,0,0,0
2020,"Features of training professional personnel for the mining industry in Russia in the first half of the 19th century","Voloshinova I.V., Afanas'ev V.G., Tesla A.B.",20739745,"Bylye Gody",58, 4,0,0,0,0,0,0,1,0,1,0,1
2020,"Russian and western european mining schools in the first half of the 19th century: A comparative analysis of educational process organization","Rudnik S., Mokeev A., Kudryavtseva R.-E.",20739745,"Bylye Gody",58, 4,0,0,0,0,0,0,4,0,4,0,4
2020,"The auerbach dynasty of engineers and the development of mining in Russia in the second half of the XIXth - Early XXth centuries","Tropov I.A., Podolskiy S.I., Lyubichankovskiy S.V.",20739745,"Bylye Gody",58, 4,0,0,0,0,0,0,3,0,3,0,3
2020,"Platinum-group minerals from the Malaya Kamenushka River placer, Middle Urals, Russia","Palamarchuk R.S., Stepanov S.Y., Kozlov A.V., Khanin D.A., Varlamov D.A., Zolotarev A.A., Kiseleva D.V., Shilovskikh V.V.",0026461X,"Mineralogical Magazine",84, 6,0,0,0,0,0,0,3,0,3,0,3
2020,"SELECTION OF KEY PARAMETERS FOR GREEN COKE CALCINATION IN A TUBULAR ROTARY KILN TO PRODUCE ANODE PETCOKE","Sharikov F.Y., Sharikov Y.V., Krylov K.A.",18196608,"ARPN Journal of Engineering and Applied Sciences",15, 23,0,0,0,0,0,0,1,1,2,0,2
2020,"Scenario-based forecasting of Russian Arctic energy shelf development","Ilinova A., Solovyova V., Yudin S.",23524847,"Energy Reports",6, ,0,0,0,0,0,4,8,0,12,0,12
2020,"Chemical Interactions of Red Mud during the Cleaning of an Industrial Gases Ejected to the Atmosphere from Harmful Impurities","Lebedev A.B., Utkov V.A.",00360295,"Russian Metallurgy (Metally)",2020, 13,0,0,0,0,0,0,0,0,0,0,0
2020,"Sustainable development of oil and gas potential of the arctic and its shelf zone: The role of innovations","Dmitrieva D., Romasheva N.",20771312,"Journal of Marine Science and Engineering",8, 12,0,0,0,0,0,10,23,1,34,0,34
2020,"Issue of accumulation and redistribution of oil and gas rental income in the context of exhaustible natural resources in arctic zone of russian federation","Kirsanova N., Lenkovets O., Hafeez M.",20771312,"Journal of Marine Science and Engineering",8, 12,0,0,0,0,0,7,5,0,12,0,12
2020,"Approaches to assessing the strategic sustainability of high-risk offshore oil and gas projects","Cherepovitsyn A., Tsvetkova A., Komendantova N.",20771312,"Journal of Marine Science and Engineering",8, 12,0,0,0,0,0,4,4,2,10,0,10
2020,"Trace Element Composition of Silicate Minerals in the Chondrules and Matrix of the Buschhof Meteorite","Sukhanova K.G., Skublov S.G., Galankina O.L., Obolonskaya E.V., Kotova E.L.",00167029,"Geochemistry International",58, 12,0,0,0,0,0,0,0,0,0,0,0
2020,"Low-grade Sandow Group metasediments of the Denman Glacier area (East Antarctica): Chemical composition, age and provenance from U–Pb detrital zircon data, with some palaeotectonic implications","Mikhalsky E.V., Tkacheva D.A., Skublov S.G., Leitchenkov G.L., Rodionov N.V., Kapitonov I.N., Kunakkuzin E.L.",18739652,"Polar Science",26, ,0,0,0,0,0,0,1,0,1,0,1
